customerid,tstamp,page,cart
684598,2017-01-11 01:31:27.000000,VIEW PRODUCT,
684598,2017-01-11 01:38:04.000000,SEARCH,
684598,2017-01-11 01:25:25.000000,VIEW PRODUCT,
684598,2017-01-11 01:17:04.000000,VIEW PRODUCT,
684598,2017-01-11 01:32:11.000000,SEARCH,
684598,2017-01-11 01:22:27.000000,SEARCH,
684598,2017-01-11 01:08:51.000000,VIEW PRODUCT,
684598,2017-01-11 01:28:32.000000,VIEW PRODUCT,
684598,2017-01-11 01:39:45.000000,SEARCH,
684598,2017-01-11 01:28:05.000000,SEARCH,
684598,2017-01-11 01:16:47.000000,VIEW PRODUCT,
684598,2017-01-11 01:12:03.000000,REVIEW CART,SWITCH
684598,2017-01-11 01:33:37.000000,SEARCH,
659312,2017-04-02 21:51:37.000000,ADD TO CART,SWITCH
659312,2017-04-02 21:51:21.000000,VIEW PRODUCT,
507596,2017-04-29 15:41:42.000000,VIEW PRODUCT,
507596,2017-04-29 15:45:50.000000,VIEW PRODUCT,
507596,2017-04-29 15:34:35.000000,SEARCH,
507596,2017-04-29 15:32:35.000000,VIEW PRODUCT,
507596,2017-04-29 15:33:50.000000,SEARCH,
507596,2017-04-29 15:46:32.000000,SEARCH,
507596,2017-04-29 15:36:51.000000,VIEW PRODUCT,
507596,2017-04-29 15:44:00.000000,SEARCH,
507596,2017-04-29 15:28:44.000000,HOME PAGE,SWITCH
507596,2017-04-29 15:42:24.000000,VIEW PRODUCT,
507596,2017-04-29 15:39:31.000000,SEARCH,
507596,2017-04-29 15:29:42.000000,VIEW PRODUCT,
480230,2017-01-19 20:47:51.000000,SEARCH,SWITCH
480230,2017-01-19 20:45:02.000000,ADD TO CART,SWITCH
480230,2017-01-19 20:44:33.000000,VIEW PRODUCT,
629397,2017-04-10 10:42:12.000000,SEARCH,
629397,2017-04-10 10:44:55.000000,SEARCH,
629397,2017-04-10 10:40:16.000000,VIEW PRODUCT,
629397,2017-04-10 10:42:47.000000,VIEW PRODUCT,
629397,2017-04-10 10:38:44.000000,SEARCH,
629397,2017-04-10 10:35:27.000000,VIEW PRODUCT,
629397,2017-04-10 10:44:12.000000,VIEW PRODUCT,
629397,2017-04-10 10:36:44.000000,ADD TO CART,SWITCH
499949,2017-01-07 18:45:03.000000,VIEW PRODUCT,
499949,2017-01-07 18:58:32.000000,VIEW PRODUCT,
499949,2017-01-07 18:41:12.000000,REVIEW CART,SWITCH
499949,2017-01-07 18:41:55.000000,VIEW PRODUCT,
499949,2017-01-07 18:51:22.000000,VIEW PRODUCT,
499949,2017-01-07 18:43:37.000000,SEARCH,
499949,2017-01-07 18:39:50.000000,ADD TO CART,SWITCH
499949,2017-01-07 18:55:02.000000,VIEW PRODUCT,
499949,2017-01-07 18:44:18.000000,SEARCH,
499949,2017-01-07 19:00:25.000000,SEARCH,
499949,2017-01-07 18:38:24.000000,VIEW PRODUCT,
499949,2017-01-07 18:45:48.000000,VIEW PRODUCT,
499949,2017-01-07 18:52:51.000000,SEARCH,
499949,2017-01-07 18:56:42.000000,VIEW PRODUCT,
499949,2017-01-07 19:04:34.000000,SEARCH,
499949,2017-01-07 19:07:36.000000,SEARCH,
499949,2017-01-07 18:46:49.000000,VIEW PRODUCT,
499949,2017-01-07 18:42:22.000000,SEARCH,
499949,2017-01-07 19:02:48.000000,SEARCH,
499949,2017-01-07 18:49:46.000000,SEARCH,
499949,2017-01-07 18:51:56.000000,SEARCH,
499949,2017-01-07 19:05:49.000000,SEARCH,
474663,2017-04-01 23:29:11.000000,SEARCH,
474663,2017-04-01 23:18:43.000000,VIEW PRODUCT,
474663,2017-04-01 23:49:22.000000,SEARCH,
474663,2017-04-01 23:20:10.000000,VIEW PRODUCT,SWITCH
474663,2017-04-01 23:19:20.000000,ADD TO CART,SWITCH
474663,2017-04-01 23:22:40.000000,SEARCH,
474663,2017-04-01 23:32:23.000000,VIEW PRODUCT,
474663,2017-04-01 23:36:54.000000,VIEW PRODUCT,
474663,2017-04-01 23:51:21.000000,SEARCH,
474663,2017-04-01 23:47:26.000000,SEARCH,
474663,2017-04-01 23:26:17.000000,VIEW PRODUCT,
474663,2017-04-01 23:42:37.000000,SEARCH,
474663,2017-04-01 23:30:24.000000,VIEW PRODUCT,
474663,2017-04-01 23:21:37.000000,REVIEW CART,SWITCH
474663,2017-04-01 23:35:21.000000,VIEW PRODUCT,
474663,2017-04-01 23:52:35.000000,SEARCH,
474663,2017-04-01 23:29:42.000000,VIEW PRODUCT,
474663,2017-04-01 23:24:55.000000,VIEW PRODUCT,
474663,2017-04-01 23:45:06.000000,VIEW PRODUCT,
474663,2017-04-01 23:23:27.000000,SEARCH,
474663,2017-04-01 23:39:39.000000,SEARCH,
457962,2017-03-18 07:51:35.000000,ADD TO CART,SWITCH
457962,2017-03-18 07:49:04.000000,VIEW PRODUCT,
452395,2017-02-10 23:39:26.000000,SEARCH,
452395,2017-02-10 23:31:14.000000,ADD TO CART,XBOX
452395,2017-02-10 23:52:44.000000,VIEW PRODUCT,
452395,2017-02-11 00:00:22.000000,VIEW PRODUCT,
452395,2017-02-11 00:03:49.000000,SEARCH,
452395,2017-02-10 23:28:41.000000,VIEW PRODUCT,
452395,2017-02-10 23:36:10.000000,SEARCH,
452395,2017-02-10 23:50:21.000000,VIEW PRODUCT,
452395,2017-02-10 23:45:39.000000,VIEW PRODUCT,
452395,2017-02-10 23:58:09.000000,SEARCH,
452395,2017-02-10 23:38:30.000000,SEARCH,
452395,2017-02-10 23:55:13.000000,VIEW PRODUCT,
452395,2017-02-10 23:49:28.000000,VIEW PRODUCT,
452395,2017-02-11 00:00:39.000000,VIEW PRODUCT,
452395,2017-02-10 23:33:15.000000,SEARCH,
452395,2017-02-10 23:59:23.000000,VIEW PRODUCT,
452395,2017-02-10 23:36:26.000000,SEARCH,
452395,2017-02-10 23:48:35.000000,SEARCH,
452395,2017-02-10 23:41:54.000000,VIEW PRODUCT,
452395,2017-02-10 23:44:00.000000,VIEW PRODUCT,
452395,2017-02-10 23:58:45.000000,VIEW PRODUCT,
452395,2017-02-11 00:01:05.000000,SEARCH,
545423,2017-02-23 06:53:00.000000,SEARCH,
545423,2017-02-23 06:43:14.000000,SEARCH,
545423,2017-02-23 06:40:42.000000,ADD TO CART,SWITCH
545423,2017-02-23 06:46:41.000000,SEARCH,
545423,2017-02-23 06:38:35.000000,VIEW PRODUCT,
545423,2017-02-23 06:49:24.000000,SEARCH,
545423,2017-02-23 06:44:46.000000,VIEW PRODUCT,
545423,2017-02-23 06:51:45.000000,SEARCH,
390689,2017-03-31 06:42:54.000000,VIEW PRODUCT,
390689,2017-03-31 06:52:41.000000,VIEW PRODUCT,
390689,2017-03-31 06:43:16.000000,SEARCH,
390689,2017-03-31 06:48:48.000000,SEARCH,
390689,2017-03-31 06:47:34.000000,SEARCH,
390689,2017-03-31 06:55:09.000000,SEARCH,
390689,2017-03-31 06:59:40.000000,SEARCH,
390689,2017-03-31 06:57:08.000000,VIEW PRODUCT,
390689,2017-03-31 06:51:09.000000,SEARCH,
390689,2017-03-31 06:41:22.000000,VIEW PRODUCT,
390689,2017-03-31 07:02:15.000000,VIEW PRODUCT,
390689,2017-03-31 06:45:54.000000,SEARCH,
390689,2017-03-31 06:42:13.000000,VIEW PRODUCT,
390689,2017-03-31 07:03:08.000000,SEARCH,
390689,2017-03-31 06:41:46.000000,ADD TO CART,XBOX
365403,2017-02-05 22:37:18.000000,ADD TO CART,SWITCH
365403,2017-02-05 22:36:10.000000,VIEW PRODUCT,
410408,2017-04-01 22:26:57.000000,ADD TO CART,SWITCH
410408,2017-04-01 22:28:42.000000,REVIEW CART,SWITCH
410408,2017-04-01 22:26:11.000000,VIEW PRODUCT,
675340,2017-04-23 11:59:53.000000,VIEW PRODUCT,
675340,2017-04-23 12:01:30.000000,ADD TO CART,XBOX
675340,2017-04-23 12:04:20.000000,REVIEW CART,XBOX
695059,2017-01-26 19:54:10.000000,SEARCH,
695059,2017-01-26 19:50:36.000000,SEARCH,
695059,2017-01-26 20:07:59.000000,VIEW PRODUCT,
695059,2017-01-26 19:47:20.000000,SEARCH,
695059,2017-01-26 19:52:36.000000,VIEW PRODUCT,
695059,2017-01-26 20:21:28.000000,SEARCH,
695059,2017-01-26 20:18:54.000000,VIEW PRODUCT,
695059,2017-01-26 19:55:40.000000,SEARCH,
695059,2017-01-26 20:09:08.000000,VIEW PRODUCT,
695059,2017-01-26 20:06:44.000000,VIEW PRODUCT,
695059,2017-01-26 20:02:51.000000,VIEW PRODUCT,
695059,2017-01-26 20:18:27.000000,VIEW PRODUCT,
695059,2017-01-26 20:03:18.000000,VIEW PRODUCT,
695059,2017-01-26 19:44:44.000000,HOME PAGE,SWITCH
695059,2017-01-26 19:58:37.000000,VIEW PRODUCT,
695059,2017-01-26 20:15:38.000000,SEARCH,
695059,2017-01-26 19:49:26.000000,VIEW PRODUCT,
695059,2017-01-26 20:01:25.000000,VIEW PRODUCT,
695059,2017-01-21 02:08:07.000000,ADD TO CART,SWITCH
695059,2017-01-21 02:10:41.000000,REVIEW CART,SWITCH
695059,2017-01-26 20:12:18.000000,SEARCH,
695059,2017-01-26 20:09:39.000000,VIEW PRODUCT,
695059,2017-01-21 02:05:15.000000,VIEW PRODUCT,
695059,2017-01-26 19:56:34.000000,VIEW PRODUCT,
695059,2017-01-26 20:14:25.000000,VIEW PRODUCT,
695059,2017-01-26 20:06:14.000000,SEARCH,
520606,2017-04-01 17:09:44.000000,SEARCH,
520606,2017-04-01 16:53:09.000000,VIEW PRODUCT,SWITCH
520606,2017-04-01 17:01:12.000000,SEARCH,
520606,2017-04-01 16:55:43.000000,SEARCH,
520606,2017-04-01 17:03:13.000000,VIEW PRODUCT,
520606,2017-04-01 16:58:43.000000,SEARCH,
520606,2017-04-01 17:07:06.000000,SEARCH,
520606,2017-04-01 16:50:09.000000,ADD TO CART,SWITCH
520606,2017-04-01 17:04:10.000000,SEARCH,
520606,2017-04-01 16:48:31.000000,VIEW PRODUCT,
520606,2017-04-01 17:06:06.000000,VIEW PRODUCT,
385591,2017-02-04 18:19:34.000000,SEARCH,
385591,2017-01-27 13:29:01.000000,ADD TO CART,SWITCH
385591,2017-02-04 17:57:23.000000,VIEW PRODUCT,
385591,2017-02-04 17:50:28.000000,HOME PAGE,SWITCH
385591,2017-01-27 13:26:41.000000,VIEW PRODUCT,
385591,2017-02-04 18:11:08.000000,SEARCH,
385591,2017-02-04 18:03:16.000000,VIEW PRODUCT,
385591,2017-02-04 18:07:38.000000,SEARCH,
385591,2017-02-04 18:11:26.000000,SEARCH,
385591,2017-02-04 17:56:13.000000,VIEW PRODUCT,
385591,2017-02-04 18:18:03.000000,SEARCH,
385591,2017-02-04 17:54:11.000000,SEARCH,
385591,2017-02-04 17:53:25.000000,VIEW PRODUCT,
385591,2017-02-04 18:06:11.000000,SEARCH,
385591,2017-02-04 18:21:39.000000,SEARCH,
385591,2017-02-04 17:58:06.000000,SEARCH,
385591,2017-02-04 18:15:13.000000,VIEW PRODUCT,
385591,2017-02-04 18:00:38.000000,VIEW PRODUCT,
385591,2017-02-04 18:08:25.000000,SEARCH,
385591,2017-02-04 18:05:39.000000,VIEW PRODUCT,
385591,2017-02-04 18:13:55.000000,VIEW PRODUCT,
385591,2017-02-04 18:16:21.000000,SEARCH,
360305,2017-02-10 21:12:24.000000,SEARCH,
360305,2017-02-10 21:16:05.000000,SEARCH,
360305,2017-02-10 21:14:07.000000,VIEW PRODUCT,
360305,2017-02-10 21:11:40.000000,RETURN POLICY,SWITCH
360305,2017-02-10 21:08:49.000000,REVIEW CART,SWITCH
360305,2017-02-10 21:10:55.000000,ENTER SHIPPING INFORMATION,SWITCH
360305,2017-02-10 21:06:14.000000,ADD TO CART,SWITCH
360305,2017-02-10 21:05:05.000000,VIEW PRODUCT,
360305,2017-02-10 21:15:43.000000,VIEW PRODUCT,
625237,2017-04-14 18:51:28.000000,SEARCH,
625237,2017-04-14 18:43:36.000000,SEARCH,
625237,2017-04-14 18:45:59.000000,VIEW PRODUCT,
625237,2017-04-14 18:59:22.000000,SEARCH,
625237,2017-04-14 18:34:04.000000,VIEW PRODUCT,
625237,2017-04-14 18:56:56.000000,SEARCH,
625237,2017-04-14 18:47:37.000000,VIEW PRODUCT,
625237,2017-04-14 18:39:20.000000,VIEW PRODUCT,
625237,2017-04-14 18:36:27.000000,ADD TO CART,SWITCH
625237,2017-04-14 18:53:24.000000,SEARCH,
625237,2017-04-14 18:49:27.000000,SEARCH,
625237,2017-04-14 18:56:10.000000,VIEW PRODUCT,
625237,2017-04-14 18:42:00.000000,SEARCH,
495789,2017-04-29 14:51:00.000000,REVIEW CART,SWITCH
495789,2017-04-29 15:04:28.000000,VIEW PRODUCT,
495789,2017-04-29 15:05:45.000000,SEARCH,
495789,2017-04-29 15:00:26.000000,SEARCH,
495789,2017-04-29 14:57:27.000000,SEARCH,
495789,2017-04-29 15:02:36.000000,SEARCH,
495789,2017-04-29 14:45:24.000000,VIEW PRODUCT,
495789,2017-04-29 14:54:31.000000,VIEW PRODUCT,
495789,2017-04-29 14:53:40.000000,SEARCH,
495789,2017-04-29 14:48:16.000000,ADD TO CART,SWITCH
495789,2017-04-29 15:00:08.000000,VIEW PRODUCT,
386060,2017-04-18 01:17:56.000000,VIEW PRODUCT,
386060,2017-04-18 01:02:54.000000,VIEW PRODUCT,
386060,2017-04-18 01:14:29.000000,VIEW PRODUCT,
386060,2017-04-18 01:36:51.000000,VIEW PRODUCT,
386060,2017-04-18 01:32:05.000000,VIEW PRODUCT,
386060,2017-04-18 01:25:08.000000,SEARCH,
386060,2017-03-19 10:24:42.000000,SEARCH,SWITCH
386060,2017-04-18 01:05:07.000000,SEARCH,
386060,2017-04-18 01:26:41.000000,SEARCH,
386060,2017-04-18 01:18:54.000000,SEARCH,
386060,2017-04-18 01:12:24.000000,SEARCH,
386060,2017-04-18 01:22:45.000000,VIEW PRODUCT,
386060,2017-04-18 01:15:46.000000,SEARCH,
386060,2017-04-18 01:29:16.000000,VIEW PRODUCT,
386060,2017-04-18 01:34:27.000000,SEARCH,
386060,2017-04-18 01:09:38.000000,VIEW PRODUCT,
386060,2017-04-18 01:19:45.000000,VIEW PRODUCT,
386060,2017-04-18 01:25:30.000000,SEARCH,
386060,2017-03-19 10:18:12.000000,VIEW PRODUCT,
386060,2017-04-18 01:35:59.000000,SEARCH,
386060,2017-04-18 01:37:47.000000,SEARCH,
386060,2017-04-18 01:00:32.000000,HOME PAGE,SWITCH
386060,2017-04-18 01:07:44.000000,SEARCH,
386060,2017-04-18 01:31:19.000000,VIEW PRODUCT,
386060,2017-03-19 10:20:32.000000,ADD TO CART,SWITCH
386060,2017-03-19 10:23:19.000000,SEARCH,SWITCH
692979,2017-03-05 21:45:38.000000,VIEW PRODUCT,
692979,2017-03-05 21:53:55.000000,VIEW PRODUCT,
692979,2017-03-05 21:34:01.000000,VIEW PRODUCT,
692979,2017-03-05 21:42:17.000000,SEARCH,
692979,2017-03-05 21:55:32.000000,SEARCH,
692979,2017-03-05 21:36:48.000000,ADD TO CART,SWITCH
692979,2017-03-05 21:46:10.000000,VIEW PRODUCT,
692979,2017-03-05 21:44:47.000000,SEARCH,
692979,2017-03-05 21:57:57.000000,SEARCH,
692979,2017-03-05 21:55:05.000000,SEARCH,
692979,2017-03-05 21:56:23.000000,SEARCH,
692979,2017-03-05 21:39:23.000000,DELAYED SHIPPING NOTIFICATION,SWITCH
692979,2017-03-05 21:52:54.000000,VIEW PRODUCT,
692979,2017-03-05 21:41:24.000000,VIEW PRODUCT,
692979,2017-03-05 21:48:15.000000,VIEW PRODUCT,
692979,2017-03-05 21:51:06.000000,VIEW PRODUCT,
692979,2017-03-05 21:38:40.000000,REVIEW CART,SWITCH
493240,2017-04-02 19:28:47.000000,SEARCH,
493240,2017-04-02 19:11:36.000000,SEARCH,
493240,2017-04-02 19:16:23.000000,SEARCH,
493240,2017-04-02 19:00:08.000000,VIEW PRODUCT,
493240,2017-04-02 19:04:17.000000,VIEW PRODUCT,
493240,2017-04-02 19:20:57.000000,VIEW PRODUCT,
493240,2017-04-02 19:06:34.000000,SEARCH,
493240,2017-04-02 19:12:34.000000,VIEW PRODUCT,
493240,2017-04-02 19:14:27.000000,SEARCH,
493240,2017-04-02 19:31:52.000000,SEARCH,
493240,2017-04-02 19:25:24.000000,VIEW PRODUCT,
493240,2017-04-02 19:25:47.000000,SEARCH,
493240,2017-04-02 19:30:42.000000,SEARCH,
493240,2017-04-02 19:18:18.000000,VIEW PRODUCT,
493240,2017-04-02 19:09:02.000000,SEARCH,
493240,2017-04-02 19:22:09.000000,VIEW PRODUCT,
493240,2017-04-02 19:27:16.000000,SEARCH,
493240,2017-04-02 19:02:51.000000,ADD TO CART,SWITCH
493240,2017-04-02 19:24:35.000000,SEARCH,
493240,2017-04-02 19:21:18.000000,VIEW PRODUCT,
451253,2017-01-18 00:40:50.000000,SEARCH,
451253,2017-01-18 00:48:02.000000,VIEW PRODUCT,
451253,2017-01-18 00:51:44.000000,SEARCH,
451253,2017-01-18 00:35:26.000000,ENTER SHIPPING INFORMATION,XBOX
451253,2017-01-18 00:37:37.000000,ENTER PAYMENT INFORMATION,XBOX
451253,2017-01-18 00:36:12.000000,RETURN POLICY,XBOX
451253,2017-01-18 00:52:57.000000,SEARCH,
451253,2017-01-18 00:30:32.000000,VIEW PRODUCT,XBOX
451253,2017-01-18 00:39:06.000000,CONFIRM ORDER,XBOX
451253,2017-01-18 00:46:00.000000,VIEW PRODUCT,
451253,2017-01-18 00:43:14.000000,VIEW PRODUCT,
451253,2017-01-18 00:42:16.000000,VIEW PRODUCT,
451253,2017-01-18 00:55:45.000000,SEARCH,
451253,2017-01-18 00:27:15.000000,VIEW PRODUCT,
451253,2017-01-18 00:49:50.000000,SEARCH,
451253,2017-01-18 00:33:14.000000,REVIEW CART,XBOX
451253,2017-01-18 00:49:19.000000,SEARCH,
451253,2017-01-18 00:53:51.000000,SEARCH,
451253,2017-01-18 00:40:00.000000,SEARCH,
451253,2017-01-18 00:30:04.000000,ADD TO CART,XBOX
530129,2017-02-03 09:33:49.000000,SEARCH,
530129,2017-02-03 09:31:09.000000,VIEW PRODUCT,
530129,2017-02-03 09:25:37.000000,VIEW PRODUCT,
530129,2017-02-03 09:35:33.000000,SEARCH,
530129,2017-02-03 09:41:00.000000,VIEW PRODUCT,
530129,2017-02-03 09:26:10.000000,SEARCH,
530129,2017-02-03 09:24:35.000000,VIEW PRODUCT,
530129,2017-02-03 09:41:50.000000,SEARCH,
530129,2017-02-03 09:22:45.000000,VIEW PRODUCT,
530129,2017-02-03 09:40:19.000000,VIEW PRODUCT,
530129,2017-02-03 09:28:31.000000,VIEW PRODUCT,
530129,2017-02-03 09:22:27.000000,VIEW PRODUCT,
530129,2017-02-03 09:18:10.000000,ADD TO CART,XBOX
530129,2017-02-03 09:21:00.000000,SEARCH,XBOX
530129,2017-02-03 09:38:31.000000,VIEW PRODUCT,
530129,2017-02-03 09:37:47.000000,VIEW PRODUCT,
530129,2017-02-03 09:17:14.000000,VIEW PRODUCT,
578152,2017-04-18 19:23:35.000000,SEARCH,
578152,2017-04-18 19:15:18.000000,VIEW PRODUCT,
578152,2017-04-18 19:03:59.000000,ADD TO CART,SWITCH
578152,2017-04-18 19:13:31.000000,SEARCH,
578152,2017-04-18 19:08:51.000000,VIEW PRODUCT,
578152,2017-04-18 19:02:34.000000,VIEW PRODUCT,
578152,2017-04-18 19:17:19.000000,SEARCH,
578152,2017-04-18 19:22:37.000000,VIEW PRODUCT,
578152,2017-04-18 19:20:11.000000,VIEW PRODUCT,
578152,2017-04-18 19:18:42.000000,VIEW PRODUCT,
578152,2017-04-18 19:11:50.000000,VIEW PRODUCT,
578152,2017-04-18 19:12:51.000000,SEARCH,
578152,2017-04-18 19:21:12.000000,SEARCH,
578152,2017-04-18 19:05:54.000000,SEARCH,
578152,2017-04-18 19:25:34.000000,SEARCH,
645894,2017-02-25 14:42:55.000000,SEARCH,
645894,2017-02-25 14:50:58.000000,SEARCH,
645894,2017-02-25 14:37:21.000000,VIEW PRODUCT,
645894,2017-02-25 14:27:11.000000,ADD TO CART,SWITCH
645894,2017-02-25 14:49:09.000000,VIEW PRODUCT,
645894,2017-02-25 14:47:00.000000,VIEW PRODUCT,
645894,2017-02-25 14:38:51.000000,VIEW PRODUCT,
645894,2017-02-25 14:24:29.000000,VIEW PRODUCT,
645894,2017-02-25 14:41:37.000000,VIEW PRODUCT,
645894,2017-02-25 14:51:37.000000,SEARCH,
645894,2017-02-25 14:35:40.000000,VIEW PRODUCT,
645894,2017-02-25 14:46:26.000000,SEARCH,
645894,2017-02-25 14:47:27.000000,SEARCH,
645894,2017-02-25 14:32:29.000000,SEARCH,
645894,2017-02-25 14:27:27.000000,REVIEW CART,SWITCH
645894,2017-02-25 14:29:54.000000,SEARCH,
645894,2017-02-25 14:35:11.000000,SEARCH,
645894,2017-02-25 14:45:49.000000,VIEW PRODUCT,
395583,2017-01-22 01:56:10.000000,ADD TO CART,SWITCH
395583,2017-01-22 01:55:53.000000,VIEW PRODUCT,
350578,2017-02-06 05:49:38.000000,SEARCH,
350578,2017-02-06 05:21:36.000000,ENTER PAYMENT INFORMATION,SWITCH
350578,2017-02-06 05:45:59.000000,VIEW PRODUCT,
350578,2017-02-06 05:49:02.000000,VIEW PRODUCT,
350578,2017-02-06 05:47:30.000000,VIEW PRODUCT,
350578,2017-02-06 05:28:07.000000,VIEW PRODUCT,
350578,2017-02-06 05:34:54.000000,VIEW PRODUCT,
350578,2017-02-06 05:36:46.000000,SEARCH,
350578,2017-02-06 05:30:09.000000,SEARCH,
350578,2017-02-06 05:12:54.000000,VIEW PRODUCT,
350578,2017-02-06 05:16:17.000000,REVIEW CART,SWITCH
350578,2017-02-06 05:27:01.000000,SEARCH,
350578,2017-02-06 05:28:40.000000,VIEW PRODUCT,
350578,2017-02-06 05:26:30.000000,VIEW PRODUCT,
350578,2017-02-06 05:39:47.000000,SEARCH,
350578,2017-02-06 05:20:41.000000,RETURN POLICY,SWITCH
350578,2017-02-06 05:43:51.000000,VIEW PRODUCT,
350578,2017-02-06 05:24:28.000000,SERVER ERROR,SWITCH
350578,2017-02-06 05:17:53.000000,ENTER SHIPPING INFORMATION,SWITCH
350578,2017-02-06 05:38:09.000000,SEARCH,
350578,2017-02-06 05:14:17.000000,ADD TO CART,SWITCH
350578,2017-02-06 05:33:56.000000,SEARCH,
350578,2017-02-06 05:32:55.000000,VIEW PRODUCT,
350578,2017-02-06 05:42:09.000000,VIEW PRODUCT,
378882,2017-03-26 15:04:21.000000,VIEW PRODUCT,
378882,2017-03-26 14:55:50.000000,VIEW PRODUCT,
378882,2017-03-26 14:50:23.000000,SEARCH,
378882,2017-03-26 14:50:00.000000,VIEW PRODUCT,
378882,2017-03-26 14:38:39.000000,VIEW PRODUCT,SWITCH
378882,2017-03-26 14:37:53.000000,ADD TO CART,SWITCH
378882,2017-03-26 15:01:45.000000,VIEW PRODUCT,
378882,2017-03-26 14:46:37.000000,VIEW PRODUCT,
378882,2017-03-26 14:42:32.000000,VIEW PRODUCT,
378882,2017-03-26 14:53:14.000000,VIEW PRODUCT,
378882,2017-03-26 14:44:57.000000,VIEW PRODUCT,
378882,2017-03-26 14:48:05.000000,VIEW PRODUCT,
378882,2017-03-26 14:54:03.000000,VIEW PRODUCT,
378882,2017-03-26 14:40:00.000000,SEARCH,SWITCH
378882,2017-03-26 14:51:45.000000,VIEW PRODUCT,
378882,2017-03-26 15:03:05.000000,VIEW PRODUCT,
378882,2017-03-26 14:57:41.000000,SEARCH,
378882,2017-03-26 14:35:55.000000,VIEW PRODUCT,
378882,2017-03-26 14:43:36.000000,VIEW PRODUCT,
378882,2017-03-26 14:49:23.000000,SEARCH,
378882,2017-03-26 15:04:40.000000,SEARCH,
378882,2017-03-26 14:58:53.000000,VIEW PRODUCT,
423887,2017-04-26 15:38:50.000000,VIEW PRODUCT,
423887,2017-04-26 15:44:18.000000,SEARCH,XBOX
423887,2017-04-26 15:41:43.000000,ADD TO CART,XBOX
423887,2017-04-26 15:45:48.000000,REVIEW CART,XBOX
612492,2017-01-10 09:18:47.000000,SEARCH,
612492,2017-01-10 09:06:18.000000,VIEW PRODUCT,
612492,2017-01-10 09:02:21.000000,VIEW PRODUCT,
612492,2017-01-10 09:20:16.000000,VIEW PRODUCT,
612492,2017-01-10 09:19:17.000000,VIEW PRODUCT,
612492,2017-01-10 09:04:31.000000,ADD TO CART,XBOX
612492,2017-01-10 09:08:39.000000,SEARCH,
612492,2017-01-10 09:15:17.000000,SEARCH,
612492,2017-01-10 09:12:46.000000,VIEW PRODUCT,
612492,2017-01-10 09:12:31.000000,SEARCH,
612492,2017-01-10 09:18:02.000000,SEARCH,
612492,2017-01-10 09:22:12.000000,SEARCH,
612492,2017-01-10 09:09:52.000000,VIEW PRODUCT,
612492,2017-01-10 09:23:18.000000,SEARCH,
370766,2017-03-10 12:01:39.000000,SEARCH,
370766,2017-03-10 12:06:38.000000,VIEW PRODUCT,
370766,2017-03-10 11:48:43.000000,REVIEW CART,SWITCH
370766,2017-03-10 12:04:59.000000,VIEW PRODUCT,
370766,2017-03-10 11:46:40.000000,VIEW PRODUCT,SWITCH
370766,2017-03-10 12:09:55.000000,VIEW PRODUCT,
370766,2017-03-10 11:50:37.000000,SEARCH,
370766,2017-03-10 11:51:19.000000,SEARCH,
370766,2017-03-10 12:02:18.000000,VIEW PRODUCT,
370766,2017-03-10 12:12:07.000000,SEARCH,
370766,2017-03-10 12:01:05.000000,SEARCH,
370766,2017-03-10 12:13:51.000000,VIEW PRODUCT,
370766,2017-03-10 12:08:25.000000,VIEW PRODUCT,
370766,2017-03-10 11:46:19.000000,ADD TO CART,SWITCH
370766,2017-03-10 11:58:26.000000,VIEW PRODUCT,
370766,2017-03-10 11:52:45.000000,SEARCH,
370766,2017-03-10 12:14:38.000000,SEARCH,
370766,2017-03-10 11:57:57.000000,VIEW PRODUCT,
370766,2017-03-10 11:55:33.000000,VIEW PRODUCT,
370766,2017-03-10 11:45:35.000000,VIEW PRODUCT,
590224,2017-02-17 20:24:42.000000,SEARCH,
590224,2017-02-17 20:02:30.000000,CONFIRM ORDER,SWITCH
590224,2017-02-17 20:16:30.000000,SEARCH,
590224,2017-02-17 19:51:32.000000,ADD TO CART,SWITCH
590224,2017-02-17 20:05:51.000000,VIEW PRODUCT,
590224,2017-02-17 20:20:58.000000,SEARCH,
590224,2017-02-17 20:09:26.000000,VIEW PRODUCT,
590224,2017-02-17 20:15:42.000000,SEARCH,
590224,2017-02-17 20:20:25.000000,SEARCH,
590224,2017-02-17 19:53:42.000000,REVIEW CART,SWITCH
590224,2017-02-17 20:08:47.000000,VIEW PRODUCT,
590224,2017-02-17 20:06:22.000000,SEARCH,
590224,2017-02-17 20:19:02.000000,VIEW PRODUCT,
590224,2017-02-17 20:28:02.000000,SEARCH,
590224,2017-02-17 20:26:46.000000,VIEW PRODUCT,
590224,2017-02-17 20:18:19.000000,SEARCH,
590224,2017-02-17 20:01:37.000000,ENTER PAYMENT INFORMATION,SWITCH
590224,2017-02-17 20:10:30.000000,SEARCH,
590224,2017-02-17 19:58:42.000000,RETURN POLICY,SWITCH
590224,2017-02-17 20:31:59.000000,SEARCH,
590224,2017-02-17 20:23:22.000000,VIEW PRODUCT,
590224,2017-02-17 19:49:40.000000,VIEW PRODUCT,
590224,2017-02-17 20:04:07.000000,SEARCH,
590224,2017-02-17 19:56:33.000000,ENTER SHIPPING INFORMATION,SWITCH
590224,2017-02-17 20:28:42.000000,VIEW PRODUCT,
590224,2017-02-17 20:24:07.000000,SEARCH,
590224,2017-02-17 20:09:57.000000,VIEW PRODUCT,
